,fold,k,distance,votes,weighting,acc,corr,incorr,time
562,2,5,euclidean,majority,information_gain,0.6462585034013606,95,52,7.884540796279907
563,3,5,euclidean,majority,information_gain,0.6258503401360545,92,55,7.941444635391235
564,4,5,euclidean,majority,information_gain,0.7103448275862069,103,42,7.8789472579956055
565,5,5,euclidean,majority,information_gain,0.6891891891891891,102,46,7.95318865776062
566,6,5,euclidean,majority,information_gain,0.7074829931972789,104,43,7.833171129226685
567,7,5,euclidean,majority,information_gain,0.6938775510204082,102,45,7.870486497879028
568,8,5,euclidean,majority,information_gain,0.75,111,37,7.914880037307739
569,9,5,euclidean,majority,information_gain,0.6394557823129252,94,53,7.917839050292969
570,0,5,euclidean,sheppard,equal,0.668918918918919,99,49,7.985209703445435
571,1,5,euclidean,sheppard,equal,0.7181208053691275,107,42,9.291395664215088
572,2,5,euclidean,sheppard,equal,0.6802721088435374,100,47,7.957034349441528
573,3,5,euclidean,sheppard,equal,0.7278911564625851,107,40,8.007709741592407
574,4,5,euclidean,sheppard,equal,0.7172413793103448,104,41,7.790784120559692
575,5,5,euclidean,sheppard,equal,0.7635135135135135,113,35,7.990291118621826
576,6,5,euclidean,sheppard,equal,0.7006802721088435,103,44,7.915112257003784
577,7,5,euclidean,sheppard,equal,0.6938775510204082,102,45,7.899995803833008
578,8,5,euclidean,sheppard,equal,0.7905405405405406,117,31,8.14755892753601
579,9,5,euclidean,sheppard,equal,0.7210884353741497,106,41,7.930284261703491
580,0,5,euclidean,sheppard,correlation,0.6418918918918919,95,53,8.04030704498291
581,1,5,euclidean,sheppard,correlation,0.6778523489932886,101,48,8.023273229598999
582,2,5,euclidean,sheppard,correlation,0.6394557823129252,94,53,7.978248119354248
583,3,5,euclidean,sheppard,correlation,0.7482993197278912,110,37,7.997991561889648
584,4,5,euclidean,sheppard,correlation,0.696551724137931,101,44,7.858379364013672
585,5,5,euclidean,sheppard,correlation,0.7297297297297297,108,40,8.009339809417725
586,6,5,euclidean,sheppard,correlation,0.673469387755102,99,48,7.9643330574035645
587,7,5,euclidean,sheppard,correlation,0.6666666666666666,98,49,8.008878707885742
588,8,5,euclidean,sheppard,correlation,0.7432432432432432,110,38,8.04963207244873
589,9,5,euclidean,sheppard,correlation,0.6938775510204082,102,45,7.946531534194946
